restaurant_name,city,location,cuisines,average_cost,aggregate_rating,votes,has_online_delivery,has_table_booking,rest_type,dish_liked
Hotel Shyam Mangalam & Catering Service,Bannerghatta Road,Bannerghatta Road,"South Indian, North Indian, Oriya",400.0,0.0,0,False,False,Quick Bites,
New Ambur Hot Dum Biryani,Bannerghatta Road,Bannerghatta Road,Biryani,200.0,0.0,0,False,False,Quick Bites,
Sri Devi Darshan,Bannerghatta Road,Bannerghatta Road,South Indian,200.0,0.0,0,False,False,Quick Bites,
Dosa Deep,Bannerghatta Road,Bannerghatta Road,South Indian,150.0,0.0,0,False,False,Quick Bites,
Priyadharshini Hotel,Bannerghatta Road,Bannerghatta Road,"North Indian, South Indian, Chinese",200.0,0.0,0,False,False,Quick Bites,
Jagan's Hotel,Koramangala 4Th Block,Hsr,"South Indian, North Indian",200.0,0.0,0,False,False,Quick Bites,
Swad Family Restaurant,Jayanagar,Bannerghatta Road,"North Indian, Chinese",650.0,0.0,0,False,False,Casual Dining,
Tandoor Dum,Jayanagar,Jp Nagar,North Indian,600.0,0.0,0,False,False,Casual Dining,
Tejas Bar and Restaurant,Jayanagar,Nagarbhavi,"Chinese, South Indian",800.0,0.0,0,False,False,Casual Dining,
Sriracha Robata & Contemporary Pan Asian Dining,Indiranagar,Indiranagar,"Asian, BBQ, Seafood, Chinese",1000.0,0.0,0,False,False,Casual Dining,
One Night In Bangkok,Indiranagar,Indiranagar,"Asian, Thai",1400.0,0.0,0,False,False,Casual Dining,
Doddamma Devi Juice & Chats Centre,Bannerghatta Road,Bannerghatta Road,"Chinese, Street Food, Juices",200.0,0.0,0,False,False,Quick Bites,
Ganesh Food Joint,Kalyan Nagar,Nagawara,"South Indian, Chinese",200.0,0.0,0,True,False,Quick Bites,
Multi Ruchish,Kammanahalli,New Bel Road,"North Indian, South Indian, Chinese",250.0,0.0,0,True,False,Quick Bites,
M K Lassi,Kammanahalli,Frazer Town,Beverages,100.0,0.0,0,False,False,Beverage Shop,
New Musthafa's Kabab,Kammanahalli,Frazer Town,North Indian,300.0,0.0,0,False,False,Quick Bites,
Kabab Corner,Bannerghatta Road,Bannerghatta Road,"Arabian, Chinese, Kerala",400.0,0.0,0,False,False,Quick Bites,
Sai Food Court,Bannerghatta Road,Bannerghatta Road,"South Indian, North Indian",250.0,0.0,0,False,False,Quick Bites,
Night Hawks,Hsr,Hsr,"Chinese, North Indian, Fast Food, Biryani",400.0,0.0,0,False,False,"Takeaway, Delivery",
Gifts N Surprise,Electronic City,Electronic City,Bakery,500.0,0.0,0,False,False,Bakery,
Super Hyderabadi Dum Biriyani & Combos,Electronic City,Electronic City,"Biryani, South Indian, North Indian",300.0,0.0,0,False,False,Quick Bites,
Shivaay's Cafe,Jayanagar,Wilson Garden,"Cafe, Desserts, Fast Food",400.0,0.0,0,False,False,"Cafe, Dessert Parlor",
Cake Of Day,Jayanagar,Basavanagudi,Bakery,150.0,0.0,0,False,False,Bakery,
Bharani's,Mg Road,Mg Road,South Indian,300.0,0.0,0,False,False,Quick Bites,
Hotel Amarjothi,Bannerghatta Road,Bannerghatta Road,"South Indian, North Indian, Chinese",400.0,0.0,0,False,False,Quick Bites,
Desi Adda,Bannerghatta Road,Bannerghatta Road,"North Indian, South Indian",300.0,0.0,0,False,False,Quick Bites,
Gowdru Hatti Nati Style,Bannerghatta Road,Bannerghatta Road,"South Indian, Chinese, Biryani",350.0,0.0,0,False,False,Quick Bites,
Ruchi Foods,Bannerghatta Road,Bannerghatta Road,"South Indian, Biryani",400.0,0.0,0,True,False,Quick Bites,
Le Centre Jeunesse,Bannerghatta Road,Bannerghatta Road,Continental,400.0,0.0,0,True,False,Quick Bites,
Vijayalaxmi Veg,Kammanahalli,Banaswadi,"North Indian, South Indian, Chinese, Fast Food",200.0,0.0,0,True,False,Quick Bites,
Asgardian Moreover Chai,Btm,Btm,"Fast Food, Rolls, Juices",300.0,0.0,0,False,False,Quick Bites,
Dilli ??,Btm,South Bangalore,North Indian,500.0,0.0,0,True,False,Delivery,
Eatsomnia,Btm,Jp Nagar,"North Indian, South Indian, Chinese, Continental",500.0,0.0,0,True,False,Delivery,
Brookefield Cafe,Marathahalli,"Itpl Main Road, Whitefield",Cafe,500.0,0.0,0,False,False,Cafe,
Kedia's Fun Food,Bannerghatta Road,Bannerghatta Road,"North Indian, Street Food, Juices",200.0,0.0,0,False,False,Quick Bites,
Mr Shawarma,Bannerghatta Road,Bannerghatta Road,Fast Food,200.0,0.0,0,False,False,Quick Bites,
Brajwasi Catering Service,Hsr,Hsr,"North Indian, Chinese",200.0,0.0,0,False,False,Delivery,
Ministry of Burger,Electronic City,Electronic City,Continental,500.0,0.0,0,True,False,Delivery,
Kadhai Tadka family Restaurant,Electronic City,Electronic City,"Chinese, North Indian",400.0,0.0,0,False,False,Quick Bites,
Food Lover,Electronic City,Electronic City,"North Indian, South Indian, Fast Food",300.0,0.0,0,False,False,"Takeaway, Delivery",
Chatkara,Electronic City,Electronic City,North Indian,300.0,0.0,0,False,False,Quick Bites,
Baker's Cafe,Electronic City,Electronic City,"Bakery, Desserts",200.0,0.0,0,True,False,Bakery,
Bhojan@99,Electronic City,Electronic City,Fast Food,200.0,0.0,0,True,False,"Takeaway, Delivery",
Swaadh,Electronic City,Electronic City,"South Indian, North Indian, Kerala, Chinese",300.0,0.0,0,False,False,Quick Bites,
Bake Magic,Electronic City,Electronic City,Bakery,300.0,0.0,0,True,False,Bakery,
Sri Balaji Chats and Icecreams,Btm,Bommanahalli,Fast Food,250.0,0.0,0,True,False,Quick Bites,
4671 Indian Coastal Cuisine,Bannerghatta Road,Bannerghatta Road,"Seafood, Mangalorean, Kerala",600.0,0.0,0,False,False,Food Court,
Bake Feast,Bannerghatta Road,Bannerghatta Road,Bakery,300.0,0.0,0,False,False,Bakery,
Bangalore Express,Indiranagar,Thippasandra,"Bengali, Chinese, Seafood",300.0,0.0,0,False,False,"Takeaway, Delivery",
Hyderabad Express,Jp Nagar,Banashankari,"Hyderabadi, Biryani",300.0,0.0,0,True,False,Quick Bites,
Cafe Zuppa,Jp Nagar,Jp Nagar,"Cafe, Pizza, Fast Food",450.0,0.0,0,True,False,Cafe,
Mr. Parathewala,Basavanagudi,Jayanagar,North Indian,300.0,0.0,0,True,False,"Takeaway, Delivery",
Grilliez,Electronic City,Electronic City,"Continental, BBQ, Beverages",400.0,0.0,0,False,False,"Takeaway, Delivery",
Cake of the Day,Hsr,Hsr,Bakery,150.0,0.0,0,False,False,"Bakery, Dessert Parlor",
Sethi's,Btm,Hsr,"North Indian, Chinese, BBQ",600.0,0.0,0,True,False,Delivery,
F Juice,Kammanahalli,Kalyan Nagar,"Juices, Fast Food",200.0,0.0,0,False,False,Beverage Shop,
Lassi House,Kammanahalli,Banaswadi,"Beverages, Desserts",150.0,0.0,0,False,False,Beverage Shop,
Goodness! Beverages,Indiranagar,Indiranagar,Beverages,250.0,0.0,0,True,False,Delivery,
Al-Baik Kabab Centre,Kammanahalli,Banaswadi,"Biryani, Chinese, Kebab",300.0,0.0,0,False,False,Quick Bites,
Spice of India & Chai Tales,Hsr,Hsr,"Biryani, North Indian, South Indian, Beverages",400.0,0.0,0,False,False,Quick Bites,
Brown Box,Hsr,Hsr,"North Indian, Chinese",400.0,0.0,0,False,False,Delivery,
Brunch Pizza,Hsr,Hsr,Pizza,550.0,0.0,0,False,False,"Takeaway, Delivery",
Lunch & Munch,Jp Nagar,Btm,"North Indian, Fast Food, Beverages",500.0,0.0,0,True,False,Delivery,
Desi Tadka Khana,Indiranagar,Thippasandra,North Indian,400.0,0.0,0,False,False,"Takeaway, Delivery",
Shiv Sagar,Indiranagar,Domlur,"South Indian, North Indian, Street Food",250.0,0.0,0,False,False,Quick Bites,
RAAT KI FOOD,Indiranagar,Indiranagar,"Chinese, Fast Food, North Indian",300.0,0.0,0,False,False,"Takeaway, Delivery",
Biswal's Food Circle,Kammanahalli,Banaswadi,"Chinese, North Indian",350.0,0.0,0,False,False,Quick Bites,
Goli Vada Pav No.1,Kammanahalli,Banaswadi,Street Food,200.0,0.0,0,False,False,Quick Bites,
Pizza On The Way,Bannerghatta Road,Bannerghatta Road,Pizza,300.0,0.0,0,False,False,Quick Bites,
Aman Chaat's And Fast Food Corner,Bannerghatta Road,Bannerghatta Road,"North Indian, Chinese",150.0,0.0,0,True,False,Quick Bites,
Cakoholic,Jayanagar,Basavanagudi,"Bakery, Desserts",650.0,0.0,0,False,False,Bakery,
The Fiery Indian Kitchen,Electronic City,Electronic City,North Indian,650.0,0.0,0,True,False,Casual Dining,
Machlee's Sea Food,Electronic City,Electronic City,Seafood,200.0,0.0,0,False,False,Quick Bites,
Burger Mania,Hsr,Hsr,"Burger, Sandwich, Fast Food",400.0,0.0,0,True,False,Quick Bites,
Zing Roll,Hsr,Hsr,"Rolls, Sandwich",300.0,0.0,0,True,False,Quick Bites,
Momo Time,Hsr,Hsr,"Momos, Chinese",300.0,0.0,0,True,False,Quick Bites,
Panwaadi,Btm,Koramangala 4Th Block,"Desserts, Paan",100.0,0.0,0,False,False,Dessert Parlor,
M-Aura Kitchen Cafe & More,Bannerghatta Road,Bannerghatta Road,North Indian,400.0,0.0,0,True,False,Quick Bites,
Satkar Upahar,Church Street,Shanti Nagar,"South Indian, Beverages",100.0,0.0,0,False,False,Quick Bites,
Craig Cafe,Kammanahalli,Banaswadi,Cafe,150.0,0.0,0,False,False,"Quick Bites, Cafe",
Hotel New Karthik,Kammanahalli,Banaswadi,"South Indian, Biryani",300.0,0.0,0,False,False,Quick Bites,
Hotel Dharshan,Kammanahalli,Kalyan Nagar,South Indian,150.0,0.0,0,False,False,Quick Bites,
Feel The Taste,Kammanahalli,Hennur,Fast Food,300.0,0.0,0,False,False,Quick Bites,
Food Forest,Kammanahalli,Kalyan Nagar,North Indian,300.0,0.0,0,False,False,Quick Bites,
MK Dabbawala,Kammanahalli,Banaswadi,North Indian,400.0,0.0,0,False,False,Delivery,
Black Pepper,Kammanahalli,Banaswadi,"North Indian, South Indian, Biryani",200.0,0.0,0,False,False,Quick Bites,
Madhu's kitchen,Kammanahalli,Frazer Town,North Indian,450.0,0.0,0,False,False,Delivery,
Samosa Singh,Kammanahalli,Kalyan Nagar,"North Indian, Mithai",250.0,0.0,0,False,False,Quick Bites,
Hotel AL-Zaioa,Kammanahalli,Hennur,"Biryani, Chinese, North Indian",400.0,0.0,0,False,False,Quick Bites,
Mitraa Da Pizza,Malleshwaram,Rajajinagar,"Fast Food, Pizza",250.0,0.0,0,True,False,Quick Bites,
Food Times,Btm,Jp Nagar,"North Indian, Arabian",300.0,0.0,0,True,False,"Takeaway, Delivery",
Favourite Restaurant,Btm,Jp Nagar,Fast Food,300.0,0.0,0,True,False,"Takeaway, Delivery",
Trio Dosa Connect,Hsr,Hsr,"South Indian, Beverages",300.0,0.0,0,True,False,Quick Bites,
Chawla's 2 Online.com,Hsr,Hsr,North Indian,800.0,0.0,0,True,False,Delivery,
Baker's Treat,Btm,Koramangala 7Th Block,"Bakery, Desserts",350.0,0.0,0,False,False,"Bakery, Dessert Parlor",
Swathi Restaurant,Koramangala 6Th Block,Hsr,"Andhra, North Indian, Chinese",400.0,0.0,0,True,False,"Takeaway, Delivery",
SnacksGuru,Malleshwaram,Basaveshwara Nagar,Fast Food,250.0,0.0,0,False,False,Quick Bites,
RR Dum Biryani,Malleshwaram,Basaveshwara Nagar,"Biryani, Kebab",300.0,0.0,0,False,False,Quick Bites,
Hotel Rasai,Malleshwaram,Rajajinagar,"South Indian, Chinese",150.0,0.0,0,False,False,Quick Bites,
Manjunatha Condiments,Malleshwaram,Rajajinagar,"Fast Food, South Indian",200.0,0.0,0,False,False,Quick Bites,
Alif Hotel,Malleshwaram,Yeshwantpur,"North Indian, Chinese, Mughlai",400.0,0.0,0,True,False,Quick Bites,
Cupcake Bliss,Btm,Koramangala 7Th Block,Bakery,200.0,0.0,0,True,False,Bakery,
Spicy Gobi Magic,Church Street,Shanti Nagar,"South Indian, Chinese, Sandwich",150.0,0.0,0,False,False,Quick Bites,
Bangalore Pantry,Bannerghatta Road,Bannerghatta Road,"Chinese, North Indian, Biryani, Arabian",400.0,0.0,0,True,False,Quick Bites,
Food Prade Dairy Delight,Jayanagar,Bannerghatta Road,Desserts,300.0,0.0,0,False,False,Dessert Parlor,
Mukesh Sweet Centre,Jayanagar,Banashankari,Mithai,300.0,0.0,0,False,False,Sweet Shop,
Sree Balaji Sweets Shop,Jayanagar,Hsr,"Mithai, Street Food",250.0,0.0,0,False,False,Sweet Shop,
Ashirwadh Delicacy,Church Street,Shanti Nagar,"South Indian, Fast Food",150.0,0.0,0,False,False,Quick Bites,
Lalbagh Upahara,Church Street,Shanti Nagar,"South Indian, North Indian, Coffee, Juices, Tea",100.0,0.0,0,False,False,Quick Bites,
Hotel Gowda's,Church Street,Shanti Nagar,"Biryani, North Indian, South Indian",200.0,0.0,0,False,False,Quick Bites,
Vinus Foods,Church Street,Vasanth Nagar,South Indian,300.0,0.0,0,False,False,Quick Bites,
Arham's Resto,Church Street,Vasanth Nagar,"Chinese, North Indian, Fast Food",250.0,0.0,0,False,False,Quick Bites,
Kerala Food,Church Street,Vasanth Nagar,"South Indian, Chinese, North Indian",200.0,0.0,0,False,False,Quick Bites,
F M Biryani Plaza,Church Street,Frazer Town,Biryani,200.0,0.0,0,False,False,Quick Bites,
S.L.V Tiffin Room,Church Street,City Market,South Indian,150.0,0.0,0,False,False,Quick Bites,
Bismillah Royal Taj Hotel,Church Street,Vasanth Nagar,Biryani,200.0,0.0,0,False,False,Quick Bites,
Bismillah Ambur Biryani,Church Street,Vasanth Nagar,"Biryani, Fast Food",300.0,0.0,0,False,False,Quick Bites,
Ahmed's,Church Street,Vasanth Nagar,"Kebab, Biryani",200.0,0.0,0,False,False,Quick Bites,
Dosa Mania,Church Street,Hsr,"South Indian, Fast Food",200.0,0.0,0,False,False,Quick Bites,
Let's Eat Desi Chinese,Church Street,Shanti Nagar,Chinese,300.0,0.0,0,False,False,Quick Bites,
Fortuna Turban Tadka,Church Street,Uttarahalli,"Chinese, North Indian",300.0,0.0,0,False,False,Quick Bites,
Hotel Sri Gurupriya,Malleshwaram,Majestic,South Indian,200.0,0.0,0,False,False,Quick Bites,
Samrudhi Darshini,Malleshwaram,Rajajinagar,South Indian,250.0,0.0,0,False,False,Quick Bites,
Sindhu Hotel,Malleshwaram,Rajajinagar,South Indian,250.0,0.0,0,False,False,Quick Bites,
Metro Grand Upahara,Malleshwaram,Rajajinagar,South Indian,250.0,0.0,0,False,False,Quick Bites,
Banashankari Biriyani,Malleshwaram,Rajajinagar,"Biryani, South Indian",300.0,0.0,0,False,False,Quick Bites,
RK Hotel,Malleshwaram,Rajajinagar,"South Indian, Biryani",300.0,0.0,0,False,False,Quick Bites,
Rashmi Kabab Corner,Malleshwaram,Rajajinagar,Kebab,200.0,0.0,0,False,False,Quick Bites,
S.S Naati Style Hotel,Malleshwaram,Rajajinagar,"Biryani, South Indian",300.0,0.0,0,False,False,Quick Bites,
Royal Biriyani Spot,Malleshwaram,Rajajinagar,"Biryani, South Indian",200.0,0.0,0,False,False,Quick Bites,
Ambur Hot Dum Biriyani,Malleshwaram,Rajajinagar,Biryani,250.0,0.0,0,False,False,Quick Bites,
Biryani Food Corner,Malleshwaram,Yeshwantpur,"North Indian, Chinese, Mughlai, Biryani, Kebab",400.0,0.0,0,False,False,Quick Bites,
Sri Guru Sagar Fast Food,Malleshwaram,Rajajinagar,"South Indian, Chinese, North Indian",250.0,0.0,0,False,False,Quick Bites,
Singri Home Made Foods,Malleshwaram,Rajajinagar,South Indian,150.0,0.0,0,False,False,Quick Bites,
Savipriya Military Hotel,Malleshwaram,Rajajinagar,South Indian,350.0,0.0,0,False,False,Quick Bites,
Kerala Food,Malleshwaram,Yeshwantpur,"Kerala, South Indian",300.0,0.0,0,False,False,Quick Bites,
Gowdru Mane Baduta,Malleshwaram,Rajajinagar,"Chinese, South Indian",300.0,0.0,0,False,False,Quick Bites,
Fruit Ball,Hsr,Hsr,"Juices, Sandwich",150.0,0.0,0,False,False,Beverage Shop,
The Buffet Table,Hsr,Hsr,"North Indian, Pan Asian, Chinese, Italian, Continental, South Indian",1200.0,0.0,0,False,True,Casual Dining,"Gajar Ka Halwa, Gulab Jamun, Vanilla Ice Cream, Fish, Salad, Chicken Biryani, Tomato Soup"
Biryani Treat,Malleshwaram,Rajajinagar,Biryani,400.0,0.0,0,False,False,Quick Bites,
Meen-Da-Vanas,Malleshwaram,Rajajinagar,Mangalorean,400.0,0.0,0,False,False,Quick Bites,
VegiGate,Koramangala 4Th Block,Sarjapur Road,"Cafe, Chinese",500.0,0.0,0,False,False,"Cafe, Quick Bites",
Sri Ganesh Fast Food,Church Street,Shanti Nagar,"South Indian, North Indian, Fast Food",200.0,0.0,0,False,False,Quick Bites,
Om Ganesha Juice Centre,Church Street,Vasanth Nagar,"Juices, Fast Food",100.0,0.0,0,False,False,Quick Bites,
Ahmed Biriyani Corner,Church Street,Vasanth Nagar,Biryani,200.0,0.0,0,False,False,Quick Bites,
Happie Hippies,Church Street,Vasanth Nagar,"Mediterranean, European, Healthy Food",500.0,0.0,0,False,False,Quick Bites,
AAlvina Restaurant,Church Street,Kumaraswamy Layout,"North Indian, South Indian, Chinese",400.0,0.0,0,False,False,Quick Bites,
Mehendi,Mg Road,Residency Road,"North Indian, Chinese",700.0,0.0,0,False,False,Casual Dining,
Sri Annapoorna Andhra Mess,Koramangala 4Th Block,Koramangala 5Th Block,Andhra,300.0,0.0,0,False,False,Mess,
Banashree Caterers,Koramangala 4Th Block,Koramangala 8Th Block,South Indian,250.0,0.0,0,False,False,"Takeaway, Delivery",
The Rice Company,Koramangala 4Th Block,Hsr,"North Indian, Biryani",600.0,0.0,0,True,False,Delivery,
Comboeats,Koramangala 4Th Block,Hsr,"Chinese, Continental, Seafood, North Indian",550.0,0.0,0,True,False,"Takeaway, Delivery",
Dhanbad Food Stall,Malleshwaram,New Bel Road,"Bihari, North Indian, Chinese",200.0,0.0,0,False,False,Quick Bites,
Biryani Paradise,Kammanahalli,Banaswadi,"Biryani, Fast Food",200.0,0.0,0,False,False,Quick Bites,
Andhra Biriyani Palace,Kalyan Nagar,Nagawara,"Biryani, Andhra",250.0,0.0,0,True,False,Quick Bites,
Bade Miyan Kababs,Kammanahalli,Banaswadi,"Kebab, Hyderabadi, Biryani, North Indian",800.0,0.0,0,False,False,Casual Dining,
Hot Momos,Kammanahalli,Hennur,Fast Food,150.0,0.0,0,False,False,Quick Bites,
Sree Ganesh Fruit Juice Center,Kammanahalli,Banaswadi,Drinks Only,100.0,0.0,0,False,False,Beverage Shop,
Basmati's Briyani Nation,Electronic City,Electronic City,"South Indian, Biryani",350.0,0.0,0,True,False,"Takeaway, Delivery",
Baking Delite,Koramangala 4Th Block,Koramangala 7Th Block,Desserts,550.0,0.0,0,False,False,"Takeaway, Delivery",
H2h Night Kitchen,Koramangala 4Th Block,Ejipura,"Pizza, Fast Food, Desserts",300.0,0.0,0,False,False,Delivery,
Shayancafecito,Koramangala 4Th Block,Koramangala 5Th Block,"North Indian, Mughlai",250.0,0.0,0,False,False,Delivery,
D-Ra's Delicacy,Koramangala 4Th Block,Koramangala 7Th Block,"Chinese, Bakery",400.0,0.0,0,False,False,Delivery,
By Chance,Mg Road,Brigade Road,"North Indian, Continental, Chinese, Italian",1100.0,0.0,0,False,True,"Pub, Casual Dining",Prawn
JCL Canteen,Mg Road,Shivajinagar,South Indian,100.0,0.0,0,False,False,Mess,
Rotti Mane,Jayanagar,Banashankari,South Indian,100.0,0.0,0,False,False,Quick Bites,
Richbite Indian Spice,Jayanagar,Jp Nagar,North Indian,500.0,0.0,0,False,False,Food Court,
Khanapur Express,Jayanagar,Jp Nagar,"North Indian, Rajasthani",500.0,0.0,0,False,False,Quick Bites,
TeaChaTe Express,Jayanagar,Jp Nagar,"Fast Food, Tea",150.0,0.0,0,False,False,Quick Bites,
SAATHVIK Cafe Chats,Jayanagar,Jp Nagar,"North Indian, Street Food",250.0,0.0,0,False,False,Quick Bites,
The Happy Vegetarian,Malleshwaram,Unknown,Unknown,0.0,0.0,0,False,False,Unknown,
The Duke of Juices,Electronic City,Electronic City,"Juices, Beverages, Salad",200.0,0.0,0,False,False,"Takeaway, Delivery",
Cafe Xtasi,Electronic City,Electronic City,Pizza,0.0,0.0,0,False,False,"Takeaway, Delivery",
Candy Cake,Jp Nagar,Jayanagar,Bakery,500.0,0.0,0,False,False,Bakery,
The Table,Jp Nagar,Jayanagar,"Bakery, Desserts",400.0,0.0,0,False,False,Bakery,
Zuiqa Taste,Mg Road,Richmond Road,"North Indian, Chinese",300.0,0.0,0,False,False,Quick Bites,
Taj Biryani Centre,Malleshwaram,Sadashiv Nagar,"Biryani, Kebab",150.0,0.0,0,False,False,Quick Bites,
Happiest Moment,Malleshwaram,Seshadripuram,"North Indian, Chinese, Biryani",350.0,0.0,0,False,False,Quick Bites,
Vishwas Kabab Centre,Malleshwaram,Seshadripuram,South Indian,400.0,0.0,0,False,False,Quick Bites,
Shreyas,Malleshwaram,Seshadripuram,"North Indian, Chinese",500.0,0.0,0,False,False,Quick Bites,
Natis,Malleshwaram,Sankey Road,"North Indian, Mughlai, Kebab",500.0,0.0,0,False,False,Quick Bites,
Caramel Shake,Basavanagudi,Btm,"Beverages, Juices, Ice Cream",200.0,0.0,0,True,False,Beverage Shop,
Yaarub Hotel,Jayanagar,Banashankari,Biryani,250.0,0.0,0,False,False,Quick Bites,
Karavali Lunch Home,Church Street,Shanti Nagar,"Biryani, South Indian, Mangalorean",300.0,0.0,0,False,False,"Mess, Quick Bites",
Sugar Stars Co,Jayanagar,Basavanagudi,"Bakery, Desserts",300.0,0.0,0,False,False,Bakery,
Cloud Foods,Church Street,Hsr,"BBQ, Biryani, Charcoal Chicken, Chinese, North Indian, Kerala, Seafood, Street Food",600.0,0.0,0,False,False,Casual Dining,
X Cafe,Church Street,Shanti Nagar,"American, Cafe, Chinese, Italian, Desserts",400.0,0.0,0,False,False,Cafe,
Malabar Restaurant,Church Street,City Market,"North Indian, Chinese",500.0,0.0,0,False,False,Casual Dining,
Mist n Creams,Btm,Ejipura,Ice Cream,400.0,0.0,0,True,False,Dessert Parlor,
Best Shawarmas,Jp Nagar,Btm,Rolls,300.0,0.0,0,True,False,Delivery,
Hotel Annapurneshwari,Malleshwaram,Seshadripuram,Andhra,200.0,0.0,0,False,False,Mess,
Chill And Grill,Malleshwaram,Sadashiv Nagar,Fast Food,300.0,0.0,0,False,False,Quick Bites,
Hotel Malabar Palace,Malleshwaram,Seshadripuram,"Biryani, Chinese, Kebab, Kerala, North Indian",350.0,0.0,0,False,False,Quick Bites,
Kamat Delicacy,Malleshwaram,Seshadripuram,"South Indian, North Indian, Chinese",300.0,0.0,0,False,False,Quick Bites,
Hungry Bite Cafe,Kammanahalli,Banaswadi,"Fast Food, Beverages",300.0,0.0,0,False,False,Quick Bites,
Al Aziz Durbar,Kammanahalli,Banaswadi,"Arabian, Mughlai",350.0,0.0,0,False,False,Quick Bites,
New Ruchi Veg Non Veg,Kammanahalli,Banaswadi,Fast Food,150.0,0.0,0,False,False,Quick Bites,
Sri Krishna,Kammanahalli,Banaswadi,Fast Food,300.0,0.0,0,False,False,Quick Bites,
Agnihotri Cuisines,Kammanahalli,Banaswadi,"Chinese, North Indian, Fast Food",500.0,0.0,0,False,False,"Takeaway, Delivery",
Hotel Gowdru Mane,Kammanahalli,Banaswadi,"South Indian, Mangalorean, Chinese, Juices",400.0,0.0,0,False,False,Quick Bites,
Hotel Green Way,Bannerghatta Road,Bannerghatta Road,"North Indian, South Indian, Chinese",500.0,0.0,0,False,False,Casual Dining,
Hunger Restaurant,Bannerghatta Road,Bannerghatta Road,South Indian,500.0,0.0,0,False,False,Casual Dining,
Sri Annapurneswari Hotel,Bannerghatta Road,Bannerghatta Road,"South Indian, Chinese",300.0,0.0,0,True,False,Quick Bites,
