restaurant_name,city,location,cuisines,average_cost,aggregate_rating,votes,has_online_delivery,has_table_booking,rest_type,dish_liked
The North and South Restaurant,Whitefield,Whitefield,"North Indian, Chinese, South Indian",400.0,3.2,21,True,False,"Takeaway, Delivery",
Momo Bites,Marathahalli,Marathahalli,Tibetan,350.0,3.0,21,True,False,Food Court,
RR Biriyani,Rajajinagar,Malleshwaram,Biryani,300.0,3.7,21,False,False,Quick Bites,
Uttarkhand,Rajajinagar,Seshadripuram,"Chinese, North Indian, Continental",700.0,3.0,21,False,False,Casual Dining,
Rotti Mane,Church Street,Indiranagar,South Indian,200.0,3.6,21,True,False,Quick Bites,
Ande Ka Funda,Sarjapur Road,Bellandur,Fast Food,150.0,3.0,21,False,False,Quick Bites,
Nawabi Zaica,Marathahalli,Marathahalli,"North Indian, Mughlai, Chinese",600.0,3.5,21,True,False,Casual Dining,
Thalis Of India,Brigade Road,Indiranagar,"South Indian, North Indian, Beverages",500.0,3.4,21,True,False,Delivery,
Oven Fresh,Whitefield,Whitefield,"Bakery, Fast Food",600.0,2.9,21,False,False,Quick Bites,
Beijing Bites,Kammanahalli,Kalyan Nagar,"Chinese, Thai",850.0,3.8,21,True,False,Casual Dining,
Food And Biryani (FAB),Whitefield,Whitefield,"Biryani, North Indian, Mughlai",500.0,2.8,21,False,False,"Takeaway, Delivery",
T-hut Cafe,Kalyan Nagar,Banaswadi,"Chinese, Beverages",300.0,3.6,21,True,False,Quick Bites,
The Lighthouse Cafe,Whitefield,Whitefield,"American, Italian",650.0,3.6,21,False,False,Casual Dining,
Ice Cream Buggy,Hsr,South Bangalore,Ice Cream,100.0,3.1,21,False,False,Food Truck,
Thalaserry Food Court,Whitefield,Whitefield,"Kerala, Biryani, Seafood, North Indian, Chinese",600.0,3.5,21,False,False,Casual Dining,
The Kick-Ass Company Pub & Diner,Marathahalli,Marathahalli,Finger Food,800.0,3.7,21,False,False,Pub,
American Bites,Sarjapur Road,Sarjapur Road,Fast Food,450.0,3.7,21,True,False,Quick Bites,
Thanco's Naturals Ice Cream,Marathahalli,Marathahalli,"Ice Cream, Desserts",450.0,3.6,21,True,False,Dessert Parlor,
The South,Whitefield,Whitefield,South Indian,200.0,3.7,21,False,False,Quick Bites,
Sultan's Biryani,Indiranagar,Indiranagar,"Biryani, North Indian",700.0,2.8,21,False,False,Delivery,
Gobi Corner,Rajajinagar,Rajajinagar,Chinese,200.0,3.6,21,False,False,Quick Bites,
Udupi Gardenia,Kammanahalli,Banaswadi,South Indian,400.0,3.3,21,True,False,Quick Bites,
Juice 99,Koramangala 7Th Block,Btm,"Fast Food, Beverages",150.0,3.5,21,True,False,Beverage Shop,
Samosa Express,Marathahalli,Marathahalli,Street Food,200.0,2.9,21,True,False,Quick Bites,
Cafe Get Hooked,Kammanahalli,Banaswadi,Cafe,600.0,3.7,21,True,False,Cafe,
Bangalore Durbar Fast Food,Old Airport Road,Thippasandra,"North Indian, South Indian, Chinese, Kerala",600.0,3.6,21,True,False,"Takeaway, Delivery",
Sri Matha Sagar,Electronic City,Electronic City,"North Indian, Chinese, South Indian",250.0,2.8,21,False,False,Quick Bites,
Vivi's Food Joint,Jp Nagar,Kumaraswamy Layout,"North Indian, Fast Food, Beverages",250.0,3.7,21,True,False,Unknown,
Bombay Kulfi,Indiranagar,Indiranagar,"Desserts, Ice Cream",150.0,3.7,21,False,False,Dessert Parlor,
CakeZone,Sarjapur Road,Bellandur,"Bakery, Desserts",500.0,3.7,21,False,False,Bakery,
Neetu's Kitchen,Sarjapur Road,Bellandur,"Bengali, North Indian",350.0,3.8,21,False,False,"Takeaway, Delivery",
Burger King,Bellandur,Bellandur,"Burger, Fast Food, Beverages",600.0,3.5,21,False,False,Food Court,
Hyderabad Biryaani House,Hsr,Hsr,"Biryani, Hyderabadi, Charcoal Chicken, North Indian",400.0,3.7,21,False,False,"Takeaway, Delivery",
Polar Bear,Koramangala 6Th Block,Btm,"Desserts, Ice Cream",300.0,3.9,21,True,False,"Takeaway, Delivery",
Kasol Cafe,Old Airport Road,Indiranagar,"Bengali, Continental",400.0,3.8,21,False,False,Quick Bites,
Petoo,Banashankari,Banashankari,North Indian,450.0,3.7,21,False,False,Quick Bites,
Mealer.in,Marathahalli,Marathahalli,"North Indian, Biryani",450.0,3.5,21,True,False,Delivery,
Hatti Punjab Di,Residency Road,Brigade Road,"North Indian, Chinese",550.0,2.8,20,True,False,Casual Dining,
Take EAT Easy,Hsr,Sarjapur Road,North Indian,200.0,3.6,20,True,False,"Takeaway, Delivery",
Chels Cafe,Residency Road,Cunningham Road,"Cafe, Burger",500.0,3.5,20,True,False,Cafe,
Trinity Club Lounge,Whitefield,Whitefield,Finger Food,1500.0,3.5,20,False,False,Lounge,
Payohima Ice Creams,Bellandur,Sarjapur Road,Desserts,300.0,3.9,20,True,False,Dessert Parlor,
Paaramparya Restaurant,Kalyan Nagar,Kammanahalli,"Chettinad, Mangalorean, South Indian, North Indian",600.0,3.6,20,True,False,Casual Dining,
RICE BAR,Kalyan Nagar,Kalyan Nagar,"North Indian, Biryani",500.0,3.1,20,True,False,Delivery,
Shan Restaurant,Lavelle Road,Brigade Road,"Kerala, Chinese, South Indian, North Indian",400.0,3.0,20,True,False,Quick Bites,
Kalla's Restaurant,Marathahalli,Marathahalli,"North Indian, Juices",200.0,3.6,20,True,False,Quick Bites,
Red Bawarchi,Koramangala 4Th Block,Koramangala 7Th Block,"Biryani, Chinese, North Indian",600.0,3.0,20,True,False,Delivery,
Krutunga Restaurant,Electronic City,Electronic City,"Chinese, North Indian, South Indian",700.0,3.4,20,False,False,Casual Dining,
Eat Repeat Express,Btm,Jp Nagar,"North Indian, South Indian, Chinese, Biryani, Mexican",700.0,3.2,20,True,False,Casual Dining,
Pushpa Darshini,Jayanagar,Jp Nagar,South Indian,100.0,3.7,20,False,False,Quick Bites,
The Enav Bowl,Koramangala 6Th Block,Koramangala 5Th Block,"Healthy Food, Beverages, Mexican, Burger, Italian",0.0,3.8,20,False,False,Quick Bites,
Cafe Iftar,Frazer Town,Frazer Town,"Fast Food, Street Food",200.0,3.8,20,False,False,Quick Bites,
Juice Junction,Jp Nagar,Jp Nagar,"Juices, Fast Food",150.0,2.8,20,True,False,Beverage Shop,
The IT Crowd,Whitefield,Whitefield,"North Indian, Burger, Sandwich, Chinese",400.0,2.8,20,True,False,Quick Bites,
Petoo,Sarjapur Road,Sarjapur Road,"North Indian, Fast Food, Street Food",800.0,3.7,20,True,False,Quick Bites,
Al Barack Cafetaria,Kammanahalli,Banaswadi,Arabian,300.0,3.6,20,False,False,Quick Bites,
Lahe Lahe Santhe,Old Airport Road,Indiranagar,"Cafe, Beverages",300.0,3.8,20,False,False,Cafe,
New South Corner,Bannerghatta Road,Btm,"South Indian, North Indian, Chinese",300.0,3.7,20,True,False,Quick Bites,
Jadoo Ka Dabba,Koramangala 4Th Block,Koramangala 3Rd Block,"North Indian, Chinese",200.0,3.6,20,False,False,Delivery,
Smokin Bites,Sarjapur Road,Sarjapur Road,"North Indian, Chinese",200.0,3.3,20,False,False,Quick Bites,
Paratha King,Sarjapur Road,Bellandur,North Indian,300.0,3.1,20,True,False,Quick Bites,
Priyadarshini,Sarjapur Road,Sarjapur Road,"South Indian, North Indian, Chinese",400.0,3.8,20,True,False,Quick Bites,
Petoo,Basavanagudi,Jayanagar,"North Indian, Fast Food, Street Food",800.0,3.9,20,True,False,Quick Bites,
Andhra Mess,Marathahalli,Brookefield,"Andhra, Biryani, Chinese",400.0,2.8,20,True,False,Mess,
Chikpet Donne Biriyani House,Whitefield,Whitefield,"Biryani, Kebab",400.0,3.3,20,True,False,Food Court,
Cakeport,Basavanagudi,Jayanagar,Bakery,400.0,3.4,20,True,False,Bakery,
Sree Abhiruchi,Hsr,Hsr,"Andhra, Biryani, North Indian",600.0,2.6,20,False,False,Casual Dining,
Ramji Chaiwale,Jp Nagar,Jayanagar,"Beverages, Fast Food",250.0,3.6,20,True,False,Quick Bites,
Luna Sweets,Mg Road,Frazer Town,"Mithai, Street Food",100.0,3.6,20,False,False,Sweet Shop,
Sweet Chariot,Frazer Town,Frazer Town,"Bakery, Fast Food",500.0,3.1,20,False,False,Dessert Parlor,
Auntie Fung's,Whitefield,Whitefield,"Chinese, Vietnamese, Desserts",700.0,3.8,20,True,False,Food Court,
Kanti Sweets,Frazer Town,Cunningham Road,"Mithai, Street Food",400.0,3.6,20,True,False,"Dessert Parlor, Quick Bites",
KFC,Bellandur,Bellandur,"Burger, Fast Food",450.0,3.6,20,False,False,"Quick Bites, Food Court",
World In A Bowl,Koramangala 4Th Block,Koramangala 7Th Block,"Continental, North Indian, Desserts, Beverages",600.0,3.6,20,True,False,Delivery,
Hotel Karavali Fish Palace,Rajajinagar,Rajajinagar,"Seafood, South Indian, Chinese",400.0,3.8,20,True,False,Quick Bites,
The Studio Cafe,Basavanagudi,Jayanagar,"Cafe, Beverages",400.0,3.8,20,False,False,Cafe,
New Karawali Lunch Home,Jp Nagar,Bannerghatta Road,Mangalorean,350.0,3.5,20,True,False,Quick Bites,
Dilli Dil Se,Whitefield,Whitefield,North Indian,400.0,3.6,20,True,False,Quick Bites,
Sri Guru Nalapaka Restaurant,Whitefield,Whitefield,"North Indian, South Indian, Chinese, Street Food",550.0,3.5,20,False,False,Casual Dining,
Biryani Nights,Koramangala 7Th Block,Bannerghatta Road,"South Indian, North Indian, Chinese",400.0,3.5,20,True,False,Quick Bites,
Bangalore Agarwal Bhavan,Electronic City,Electronic City,"North Indian, Street Food, Mithai, Chinese",500.0,3.6,20,True,False,"Quick Bites, Sweet Shop",
Curries & Chillies,Kalyan Nagar,Banaswadi,"Biryani, Andhra",300.0,3.0,20,True,False,Quick Bites,
Bufferia Express,Marathahalli,East Bangalore,"North Indian, Chinese",800.0,3.5,20,True,False,Delivery,
Fudgy Love Designer Cakes,Old Airport Road,Domlur,"Bakery, Desserts",600.0,3.7,20,False,False,"Bakery, Dessert Parlor",
Chetty's Coffee,Residency Road,Mg Road,South Indian,200.0,3.6,20,True,False,Quick Bites,
Raja Bhojaun,Marathahalli,Marathahalli,"Chinese, North Indian, South Indian",250.0,3.4,20,True,False,"Takeaway, Delivery",
Swad Punjabi Dhaba,Marathahalli,Thippasandra,North Indian,300.0,3.6,20,False,False,Quick Bites,
Pet Full @ 99,Sarjapur Road,Sarjapur Road,North Indian,200.0,3.0,20,True,False,Quick Bites,
Raghavendra Upahara,Btm,Jayanagar,South Indian,200.0,3.7,20,False,False,Quick Bites,
Chinese House,Koramangala 7Th Block,Jayanagar,"Chinese, Thai, Momos",300.0,2.8,20,True,False,Quick Bites,
Four Seasons Fast Food,Rajajinagar,Malleshwaram,"North Indian, Chinese, Biryani",400.0,3.3,20,False,False,Quick Bites,
Baskin Robbins,Rajajinagar,Rajajinagar,"Ice Cream, Desserts",250.0,2.9,20,True,False,Dessert Parlor,
The Hungry,Electronic City,Electronic City,"Fast Food, Chinese",400.0,3.6,20,True,False,Quick Bites,
Hotel Vaishali,Malleshwaram,Malleshwaram,South Indian,150.0,3.6,20,False,False,Quick Bites,
Amruta,Lavelle Road,Majestic,"South Indian, North Indian, Chinese",600.0,3.8,20,False,False,Casual Dining,
Chai World,Sarjapur Road,Sarjapur Road,"Tea, Beverages, Sandwich, Fast Food",300.0,3.8,20,True,False,Quick Bites,
YumYumDilli,Sarjapur Road,Sarjapur Road,North Indian,500.0,3.0,20,True,False,Delivery,
Chai Mane,Basavanagudi,Basavanagudi,"Juices, Fast Food",150.0,3.6,20,True,False,Quick Bites,
Vijay Vihar,Lavelle Road,Majestic,"South Indian, North Indian, Chinese",700.0,3.7,20,False,False,Casual Dining,
Pelican,Marathahalli,Marathahalli,"North Indian, Chinese",1200.0,3.4,20,False,False,"Pub, Casual Dining",
Myrasoiya.com,Hsr,Sarjapur Road,North Indian,350.0,3.4,20,True,False,Delivery,
Lassi Shop,Marathahalli,Marathahalli,"Beverages, Ice Cream",200.0,3.8,20,True,False,"Dessert Parlor, Beverage Shop",
Combo Box,Koramangala 6Th Block,Koramangala 7Th Block,"North Indian, Biryani, Chinese",500.0,3.0,20,True,False,"Takeaway, Delivery",
Little White Kitchen,Frazer Town,Brigade Road,"Chinese, Continental, North Indian, Italian",200.0,3.8,20,True,False,Quick Bites,
Curry Chutney,Marathahalli,Marathahalli,"North Indian, South Indian, Chinese",400.0,3.0,20,False,False,Quick Bites,
Palar Restaurant,Marathahalli,Marathahalli,"Andhra, North Indian",700.0,3.7,20,False,False,Casual Dining,
The Delhiwala's Kitchen-Pure Veg,Whitefield,Brookefield,North Indian,200.0,3.7,20,True,False,Quick Bites,
Meal & Biryani,Hsr,Bommanahalli,"Andhra, South Indian",450.0,3.6,20,True,False,Quick Bites,
Five Star Chicken,Malleshwaram,Rajajinagar,"Fast Food, Burger",300.0,3.5,20,True,False,Quick Bites,
Naga's,Jayanagar,Bannerghatta Road,"Hyderabadi, Andhra, North Indian",500.0,2.7,20,False,False,Food Court,
Brown Crust Cafe,Old Airport Road,Old Airport Road,"Cafe, Italian, Desserts",300.0,3.2,20,False,False,Cafe,
Akshatha Nati Style,Rajajinagar,Vijay Nagar,"South Indian, Chinese, North Indian",500.0,3.7,20,False,False,Quick Bites,
Suvai Factory,Marathahalli,Marathahalli,"North Indian, South Indian, Chinese",600.0,3.7,20,True,True,Casual Dining,
Sweet Truth,Malleshwaram,Sanjay Nagar,"Bakery, Desserts",500.0,3.9,20,True,False,Delivery,
Parivaar,Jayanagar,Koramangala 7Th Block,"Biryani, North Indian, Chinese",600.0,2.9,20,True,False,Delivery,
RAW Pressery,Indiranagar,East Bangalore,Juices,300.0,3.8,20,False,False,Delivery,
Patiala Zone,Marathahalli,Marathahalli,"North Indian, Mughlai",400.0,3.1,20,False,False,Quick Bites,
Cafe Coffee Day,Rajajinagar,Rajajinagar,"Cafe, Fast Food",900.0,3.0,20,True,False,Cafe,
Kerala Mess,Koramangala 6Th Block,Koramangala 1St Block,Kerala,200.0,3.4,19,True,False,Quick Bites,
Cake of the Day,Church Street,Majestic,Bakery,150.0,3.5,19,False,False,"Bakery, Dessert Parlor",
The Kitchen Story,Koramangala 5Th Block,Hsr,"North Indian, Chinese",300.0,3.3,19,True,False,Delivery,
Melting Pot at Woodrose,Bannerghatta Road,Jp Nagar,North Indian,800.0,3.7,19,True,False,Quick Bites,
The Eatery Cafe & Restaurant,Whitefield,Whitefield,"Continental, Italian",800.0,3.6,19,False,False,Food Court,
Maa Bargabhima Restaurant,Whitefield,Whitefield,"Bengali, Mughlai, North Indian",250.0,3.7,19,False,False,Quick Bites,
Chatpata Chaat Station,Marathahalli,Marathahalli,"North Indian, Street Food, Chinese",500.0,3.5,19,False,False,Quick Bites,
Kolkata Restaurant,Marathahalli,Marathahalli,North Indian,250.0,3.0,19,True,False,"Takeaway, Delivery",
Royale Dine,Sarjapur Road,Sarjapur Road,"North Indian, South Indian, Biryani",600.0,3.5,19,True,False,Casual Dining,
Ella's Petscape Cafe,Sarjapur Road,Sarjapur Road,"Cafe, Fast Food, Sandwich, Pizza",700.0,4.0,19,False,False,Cafe,
The Lakefront Kitchen,Sarjapur Road,Electronic City,"North Indian, Chinese, Mughlai",600.0,3.7,19,False,False,Casual Dining,
Chikeys,Electronic City,Electronic City,"Burger, Fast Food",400.0,3.0,19,False,False,Quick Bites,
Frozen Bottle,Lavelle Road,Infantry Road,"Beverages, Desserts, Ice Cream",400.0,3.7,19,True,False,Beverage Shop,
Choco Nut Cafe,Electronic City,Electronic City,Desserts,150.0,3.2,19,True,False,Quick Bites,
Kairali Restaurant,Electronic City,Electronic City,"Kerala, South Indian",400.0,3.4,19,True,False,Quick Bites,
The ThickShake Factory,Brigade Road,Cunningham Road,"Beverages, Juices",350.0,2.8,19,True,False,Beverage Shop,
Shiv Shankar Chaats,Frazer Town,Frazer Town,Street Food,150.0,3.7,19,False,False,Quick Bites,
Davanagere Benne Dosa Hotel,Marathahalli,Kaggadasapura,South Indian,150.0,3.1,19,True,False,Quick Bites,
It's Mirchi - Ramee Guestline Hotels,Electronic City,Electronic City,"Continental, Mughlai",1600.0,3.1,19,False,False,Casual Dining,
Oh My Chaat,Mg Road,Frazer Town,Street Food,300.0,3.1,19,True,False,Quick Bites,
Roll Er Dokaan,Mg Road,Brigade Road,"Street Food, Rolls",300.0,3.3,19,True,False,Quick Bites,
Burger Man,New Bel Road,Yeshwantpur,"Burger, Fast Food",300.0,3.4,19,True,False,Quick Bites,
Hotel Taj Delight,New Bel Road,New Bel Road,"North Indian, Biryani, Arabian",600.0,3.3,19,True,False,Casual Dining,
A Bar,Koramangala 5Th Block,Hsr,"North Indian, Continental",600.0,3.3,19,False,False,Bar,
Goli Vada Pav No. 1,Residency Road,Residency Road,Street Food,200.0,3.6,19,False,False,Quick Bites,
Sweet Truth,Hsr,Koramangala 1St Block,"Bakery, Desserts",500.0,4.0,19,True,False,Delivery,
Malabar Restaurant,Electronic City,Electronic City,"Kerala, Fast Food, Beverages",400.0,3.6,19,False,False,Quick Bites,
Crave Bite,Btm,Jayanagar,"Chinese, Italian, Fast Food, Momos",400.0,3.6,19,False,False,Quick Bites,
Selfie Cafe,Koramangala 7Th Block,Koramangala 7Th Block,"Beverages, Fast Food, Desserts",300.0,3.7,19,False,False,"Beverage Shop, Quick Bites",
Sweet Chariot,New Bel Road,New Bel Road,"Bakery, Fast Food",500.0,2.7,19,False,False,Bakery,
Bikaneri Sweets,Jp Nagar,Bannerghatta Road,"Mithai, Street Food",250.0,3.4,19,True,False,Sweet Shop,
Om Sai Dham Bombay Hotel,Marathahalli,Marathahalli,North Indian,200.0,3.6,19,False,False,Quick Bites,
Eagles Pizza,Koramangala 7Th Block,Koramangala 7Th Block,"Pizza, Italian",400.0,3.8,19,True,False,Casual Dining,
Arabian Mataam,Frazer Town,Frazer Town,"Biryani, Arabian",500.0,3.7,19,False,False,Quick Bites,
Street Foods by Punjab Grill,Jp Nagar,Bannerghatta Road,"Street Food, North Indian, Beverages",800.0,3.6,19,True,False,Food Court,
Chef's Bank,Malleshwaram,Yeshwantpur,"North Indian, Chinese",700.0,3.4,19,True,False,Casual Dining,
Egg Star,Btm,Hsr,"Healthy Food, Sandwich",300.0,3.6,19,True,False,Delivery,
Punjabi Handi,Sarjapur Road,Hsr,"North Indian, Chinese",400.0,2.9,19,True,False,Quick Bites,
Cakes and Moulds,Koramangala 7Th Block,Koramangala 1St Block,"Bakery, Desserts",300.0,3.6,19,False,False,Bakery,
Sweet Moments Express,Frazer Town,Kammanahalli,"Mithai, Street Food",200.0,3.7,19,True,False,"Sweet Shop, Quick Bites",
VEGeatz,Banashankari,Banashankari,"South Indian, North Indian",200.0,3.4,19,True,False,Quick Bites,
Thalis Of India,Whitefield,Whitefield,"South Indian, North Indian, Beverages",500.0,3.3,19,True,False,Delivery,
Sri Krishna Sagar,Jp Nagar,Kanakapura Road,"South Indian, North Indian, Chinese",400.0,3.4,19,True,False,Quick Bites,
Midas Touch,Brookefield,Brookefield,"Bakery, Fast Food, Desserts",300.0,3.2,19,False,False,Bakery,
Oogway Express,Bellandur,Marathahalli,"Chinese, Thai, Momos",600.0,3.7,19,True,False,Casual Dining,
Desi Chulha,Bellandur,Sarjapur Road,North Indian,250.0,3.7,19,True,False,Quick Bites,
Aubree Le Chocolatier,Koramangala 6Th Block,Koramangala 6Th Block,Desserts,300.0,3.6,19,True,False,Dessert Parlor,
A Southern Fair,Whitefield,Whitefield,"Biryani, Seafood, South Indian",750.0,3.0,19,True,False,Casual Dining,
Hotel Karavali Beach,Rajajinagar,Seshadripuram,"Seafood, Mangalorean, Chinese",500.0,3.5,19,True,False,Casual Dining,
Sindhuri Restaurant,Marathahalli,Marathahalli,"Chinese, North Indian, Biryani",600.0,3.1,19,True,False,Casual Dining,
Gujrati Mess,Jayanagar,Jp Nagar,Gujarati,200.0,3.7,19,True,False,Mess,
Millennium Plaza,Electronic City,Electronic City,North Indian,700.0,3.4,19,True,False,Casual Dining,
Chopserve,Koramangala 6Th Block,Koramangala 1St Block,BBQ,300.0,3.7,19,False,False,"Takeaway, Delivery",
Bao and Rolls,Btm,Bannerghatta Road,"Rolls, Kebab, Fast Food",250.0,3.6,19,False,False,Quick Bites,
MK Dabbawala,Brookefield,Brookefield,North Indian,400.0,3.2,19,False,False,Delivery,
Just Bake,Kalyan Nagar,Hennur,"Bakery, Desserts",400.0,2.9,19,True,False,Bakery,
TheRiceBowl.In,Koramangala 7Th Block,Btm,"Biryani, North Indian",200.0,3.4,19,True,False,Takeaway,
Gulp The Pulp,Koramangala 4Th Block,Koramangala 4Th Block,"Beverages, Juices, Healthy Food",200.0,3.7,19,True,False,Delivery,
Kitchen Rabbit,Whitefield,Whitefield,"North Indian, Chinese, Andhra",500.0,3.7,19,True,False,Quick Bites,
Om Sweets & Fast Food,Marathahalli,Brookefield,"North Indian, Chinese, Mithai",200.0,3.4,19,False,False,Quick Bites,
Tulips,Bannerghatta Road,Bannerghatta Road,"North Indian, South Indian, Chinese, Continental",800.0,3.1,19,False,False,Casual Dining,
Vegetarea,Whitefield,"Varthur Main Road, Whitefield",South Indian,250.0,4.0,19,True,False,"Takeaway, Delivery",
Tea Totallers,Bellandur,Bellandur,"Cafe, Continental, Tea",500.0,2.9,19,True,False,Cafe,
Bon Baker,Whitefield,Whitefield,Desserts,1000.0,3.7,19,False,False,Delivery,
Kolkata Famous Kati Rolls,Sarjapur Road,Bellandur,"Fast Food, Rolls",100.0,3.7,19,False,False,Quick Bites,
Meat and Eat,Electronic City,Electronic City,"Fast Food, Burger",500.0,3.4,19,True,False,Quick Bites,
Nandanam Family Restaurant,Koramangala 7Th Block,Btm,"Kerala, Chinese, South Indian",350.0,3.6,19,True,False,Quick Bites,
NH7 Refuel,Frazer Town,Ulsoor,"North Indian, Chinese, Biryani",400.0,3.4,19,True,False,Quick Bites,
The Story Wall Bistro,Kammanahalli,Banaswadi,"Italian, Continental",600.0,3.8,19,False,False,Casual Dining,
All Shook Up!,Malleshwaram,Rajajinagar,"Desserts, Beverages",300.0,3.6,19,True,False,"Dessert Parlor, Beverage Shop",
Madhu Iyengars Bakery,Indiranagar,Domlur,Bakery,400.0,3.6,19,False,False,Bakery,
World In A Bowl,Sarjapur Road,Sarjapur Road,"Continental, North Indian, Desserts, Beverages",600.0,3.6,19,True,False,Delivery,
Andhra Express,Marathahalli,Cv Raman Nagar,"Andhra, Biryani, North Indian, Beverages",300.0,3.7,19,True,False,"Takeaway, Delivery",
Bites 2 Binge,Old Airport Road,Indiranagar,North Indian,750.0,3.7,19,True,False,Casual Dining,
Lassi Corner,Kalyan Nagar,Kalyan Nagar,"Beverages, Sandwich",250.0,3.4,19,True,False,Beverage Shop,
AutoExpress - Hot Dogs,Old Airport Road,Indiranagar,"Fast Food, Hot dogs",300.0,3.7,19,True,False,"Takeaway, Delivery",
Food Of Punjab,Mg Road,Ulsoor,North Indian,200.0,3.7,19,False,False,Quick Bites,
Z Cafe,Electronic City,Electronic City,"Chinese, Fast Food, Beverages",300.0,3.6,19,True,False,Quick Bites,
Harvest Market,Sarjapur Road,Bellandur,"Continental, Pizza",500.0,3.6,19,False,False,Food Court,
ROYCE' Chocolate,Residency Road,Lavelle Road,Desserts,1000.0,3.5,19,False,False,Confectionery,
Hungry Bird,Sarjapur Road,Sarjapur Road,"North Indian, Chinese, Biryani",400.0,3.8,19,True,False,Quick Bites,
Checkered Bar - MGM Mark,Brookefield,Whitefield,"North Indian, Continental, Chinese",1300.0,3.6,19,False,False,Lounge,
More Pizza,Bannerghatta Road,Bannerghatta Road,Italian,500.0,3.5,19,True,False,Food Court,
Fire And Ice,Old Airport Road,Kaggadasapura,"Desserts, Fast Food",300.0,3.7,19,True,False,"Dessert Parlor, Quick Bites",
36th Cross Coffee Mane,Jayanagar,Jayanagar,"South Indian, Chinese, Beverages, Cafe, Coffee, Fast Food, Momos, North Indian",200.0,3.6,19,False,False,Quick Bites,
Momscurry,Old Airport Road,East Bangalore,North Indian,300.0,2.7,19,True,False,Delivery,
FTB Restaurant,Old Airport Road,Thippasandra,"North Indian, Bengali, Chinese, Seafood",500.0,3.6,19,True,False,"Takeaway, Delivery",
AhimsaAmrit Green Cafe,Old Airport Road,Indiranagar,"Healthy Food, Salad, Continental",800.0,3.7,19,False,True,Casual Dining,
Banarasi Tadka,Kammanahalli,Banaswadi,North Indian,200.0,2.8,19,True,False,Quick Bites,
Sana's Restaurant,Sarjapur Road,Sarjapur Road,"Biryani, Chettinad, South Indian, Chinese",600.0,3.3,19,True,False,Quick Bites,
Story Time,Sarjapur Road,Bellandur,"North Indian, South Indian, Andhra, Cafe",500.0,3.8,19,False,False,"Cafe, Quick Bites",
PiÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ±ata,Bellandur,Bellandur,Bakery,400.0,3.7,19,False,False,Bakery,
7 Shanghai,Electronic City,Electronic City,Chinese,250.0,3.5,19,True,False,Quick Bites,
Shree Udupi Grand,Jp Nagar,Kanakapura Road,"South Indian, Chinese, North Indian",400.0,3.5,19,True,False,Casual Dining,
Brahmin Cafe,Basavanagudi,Banashankari,South Indian,150.0,3.8,19,False,False,Quick Bites,
Rara Avis,Hsr,Hsr,"Kerala, Seafood, Biryani, Desserts",400.0,3.7,19,False,False,"Takeaway, Delivery",
Chaat Junction,Whitefield,Whitefield,"Street Food, North Indian, Fast Food",200.0,3.7,19,False,False,Quick Bites,
Sri Ganesh Fruit Juice Centre,Old Airport Road,Thippasandra,Juices,100.0,3.5,19,True,False,Beverage Shop,
Chaat Chatore,Bannerghatta Road,Bannerghatta Road,Fast Food,300.0,3.1,19,True,False,Quick Bites,
Khanasutra,Jp Nagar,Jp Nagar,"North Indian, South Indian, Continental",500.0,3.5,19,False,False,Unknown,
Sri Vasavi Super Sandwich,Indiranagar,Indiranagar,"Fast Food, Sandwich, Juices",200.0,3.1,19,False,False,Quick Bites,
Lakeview Milkbar,Kammanahalli,Kalyan Nagar,"Desserts, Fast Food, Beverages",450.0,2.9,19,False,False,"Dessert Parlor, Cafe",
Pizza Hut,Btm,Btm,"Pizza, Fast Food",750.0,3.3,19,True,False,Casual Dining,
Chickpet Donne Biriyani Mane,Kammanahalli,Kalyan Nagar,"Biryani, Kebab",350.0,3.0,19,True,False,Quick Bites,
Chef Kitchen,New Bel Road,New Bel Road,"North Indian, Biryani, Charcoal Chicken",200.0,3.7,19,True,False,Quick Bites,
The Foodware Veg,Electronic City,Electronic City,South Indian,400.0,3.8,19,False,False,Quick Bites,
Rolls On Wheel,Koramangala 6Th Block,Koramangala 5Th Block,"Fast Food, Rolls",300.0,3.0,18,False,False,Quick Bites,
Cafe Coffee Day,Koramangala 6Th Block,Koramangala 6Th Block,"Cafe, Fast Food",900.0,3.7,18,True,False,Cafe,
Shree Saraswathi Sweets Centre,Hsr,Koramangala 1St Block,"Mithai, Street Food",100.0,3.6,18,True,False,Sweet Shop,
Shake N Snack,Mg Road,Shanti Nagar,"Beverages, Fast Food",200.0,3.6,18,False,False,Beverage Shop,
The Cake Ville,Jp Nagar,Jp Nagar,"Bakery, Desserts, Fast Food",300.0,3.2,18,True,False,"Bakery, Quick Bites",
Cheesy Juicy Burgers,Koramangala 4Th Block,Hsr,"Burger, Fast Food",500.0,3.8,18,True,False,Quick Bites,
Golden Grill Restaurant,Jayanagar,Btm,"Arabian, Chinese, North Indian, Kerala, Seafood",550.0,3.5,18,False,False,Casual Dining,
Hotel Metropole,Residency Road,Shivajinagar,"North Indian, Chinese, South Indian",400.0,2.9,18,False,False,Quick Bites,
Golden Food Palace,Whitefield,Whitefield,"North Indian, Chinese",450.0,2.9,18,False,False,Quick Bites,
